Code;TAS20;F1;F2;F3;Gender;Age;Card;T_Metaphors;T_ToM;T_FP;T_Interpret;T_Desc;T_Confussion;Text;Alex_A;Alex_B;Words;Sentences;Tokens;Tokens_Stop;Tokens_Stem;POS
35ec883bd1624fd39bb891159f49d60d;33;8;6;19;2;43;9VH;0;1;0;1;0;0;Tras una larga y dura jornada se dispusieron a descansar lejos de los patronos y de sus órdenes incesantes. Sabían que siendo temporeros aquella labor era algo que tenía un fin marcado y eso les daba cierta paz. Sabían también que el jornal que se ganaban a pulso era lo que les permitiría mantener a sus mujeres e hijos durante la temporada próxima. Y es que ya eran años repitiendo la misma rutina, pero aún así, cada amanecer se presentaba como una pesadilla a la que enfrentarse. Y, sin embargo, saber que en unos meses estarían de vuelta en casa sabiendo que podrían tener una vida tranquila y próspera durante un tiempo, por breve que fuera, lo compensaba todo.;0;0;119;6;['tras', 'una', 'larga', 'y', 'dura', 'jornada', 'se', 'dispusieron', 'a', 'descansar', 'lejos', 'de', 'los', 'patronos', 'y', 'de', 'sus', 'órdenes', 'incesantes', 'sabían', 'que', 'siendo', 'temporeros', 'aquella', 'labor', 'era', 'algo', 'que', 'tenía', 'un', 'fin', 'marcado', 'y', 'eso', 'les', 'daba', 'cierta', 'paz', 'sabían', 'también', 'que', 'el', 'jornal', 'que', 'se', 'ganaban', 'a', 'pulso', 'era', 'lo', 'que', 'les', 'permitiría', 'mantener', 'a', 'sus', 'mujeres', 'e', 'hijos', 'durante', 'la', 'temporada', 'próxima', 'y', 'es', 'que', 'ya', 'eran', 'años', 'repitiendo', 'la', 'misma', 'rutina', 'pero', 'aún', 'así', 'cada', 'amanecer', 'se', 'presentaba', 'como', 'una', 'pesadilla', 'a', 'la', 'que', 'enfrentarse', 'y', 'sin', 'embargo', 'saber', 'que', 'en', 'unos', 'meses', 'estarían', 'de', 'vuelta', 'en', 'casa', 'sabiendo', 'que', 'podrían', 'tener', 'una', 'vida', 'tranquila', 'y', 'próspera', 'durante', 'un', 'tiempo', 'por', 'breve', 'que', 'fuera', 'lo', 'compensaba', 'todo'];['tras', 'larga', 'dura', 'jornada', 'dispusieron', 'descansar', 'lejos', 'patronos', 'órdenes', 'incesantes', 'sabían', 'siendo', 'temporeros', 'aquella', 'labor', 'fin', 'marcado', 'daba', 'cierta', 'paz', 'sabían', 'jornal', 'ganaban', 'pulso', 'permitiría', 'mantener', 'mujeres', 'hijos', 'temporada', 'próxima', 'años', 'repitiendo', 'misma', 'rutina', 'aún', 'así', 'cada', 'amanecer', 'presentaba', 'pesadilla', 'enfrentarse', 'embargo', 'saber', 'meses', 'vuelta', 'casa', 'sabiendo', 'podrían', 'tener', 'vida', 'tranquila', 'próspera', 'tiempo', 'breve', 'compensaba'];['tra', 'larga', 'dura', 'jornada', 'dispusieron', 'descansar', 'lejo', 'patrono', 'órdene', 'incesant', 'sabían', 'siendo', 'temporero', 'aquella', 'labor', 'fin', 'marcado', 'daba', 'cierta', 'paz', 'sabían', 'jornal', 'ganaban', 'pulso', 'permitiría', 'manten', 'mujer', 'hijo', 'temporada', 'próxima', 'año', 'repitiendo', 'misma', 'rutina', 'aún', 'así', 'cada', 'amanec', 'presentaba', 'pesadilla', 'enfrentars', 'embargo', 'saber', 'mese', 'vuelta', 'casa', 'sabiendo', 'podrían', 'tener', 'vida', 'tranquila', 'próspera', 'tiempo', 'breve', 'compensaba'];[('tras', 'ADP'), ('una', 'DET'), ('larga', 'ADJ'), ('y', 'CCONJ'), ('dura', 'ADJ'), ('jornada', 'NOUN'), ('se', 'PRON'), ('dispusieron', 'VERB'), ('a', 'ADP'), ('descansar', 'VERB'), ('lejos', 'ADV'), ('de', 'ADP'), ('los', 'DET'), ('patronos', 'NOUN'), ('y', 'CCONJ'), ('de', 'ADP'), ('sus', 'DET'), ('órdenes', 'NOUN'), ('incesantes.', 'PROPN'), ('sabían', 'VERB'), ('que', 'SCONJ'), ('siendo', 'AUX'), ('temporeros', 'AUX'), ('aquella', 'DET'), ('labor', 'NOUN'), ('era', 'AUX'), ('algo', 'PRON'), ('que', 'PRON'), ('tenía', 'VERB'), ('un', 'DET'), ('fin', 'NOUN'), ('marcado', 'ADJ'), ('y', 'CCONJ'), ('eso', 'PRON'), ('les', 'PRON'), ('daba', 'VERB'), ('cierta', 'DET'), ('paz.', 'NOUN'), ('sabían', 'VERB'), ('también', 'ADV'), ('que', 'SCONJ'), ('el', 'DET'), ('jornal', 'NOUN'), ('que', 'PRON'), ('se', 'PRON'), ('ganaban', 'VERB'), ('a', 'ADP'), ('pulso', 'NOUN'), ('era', 'AUX'), ('lo', 'DET'), ('que', 'PRON'), ('les', 'PRON'), ('permitiría', 'VERB'), ('mantener', 'VERB'), ('a', 'ADP'), ('sus', 'DET'), ('mujeres', 'NOUN'), ('e', 'CCONJ'), ('hijos', 'NOUN'), ('durante', 'ADP'), ('la', 'DET'), ('temporada', 'NOUN'), ('próxima.', 'PROPN'), ('y', 'CCONJ'), ('es', 'AUX'), ('que', 'SCONJ'), ('ya', 'ADV'), ('eran', 'AUX'), ('años', 'NOUN'), ('repitiendo', 'VERB'), ('la', 'DET'), ('misma', 'DET'), ('rutina,', 'PROPN'), ('pero', 'CCONJ'), ('aún', 'ADV'), ('así,', 'ADJ'), ('cada', 'DET'), ('amanecer', 'NOUN'), ('se', 'PRON'), ('presentaba', 'VERB'), ('como', 'SCONJ'), ('una', 'DET'), ('pesadilla', 'NOUN'), ('a', 'ADP'), ('la', 'DET'), ('que', 'PRON'), ('enfrentarse.', 'PROPN'), ('y,', 'PROPN'), ('sin', 'ADP'), ('embargo,', 'PROPN'), ('saber', 'VERB'), ('que', 'SCONJ'), ('en', 'ADP'), ('unos', 'DET'), ('meses', 'NOUN'), ('estarían', 'AUX'), ('de', 'ADP'), ('vuelta', 'NOUN'), ('en', 'ADP'), ('casa', 'NOUN'), ('sabiendo', 'AUX'), ('que', 'SCONJ'), ('podrían', 'AUX'), ('tener', 'VERB'), ('una', 'DET'), ('vida', 'NOUN'), ('tranquila', 'ADJ'), ('y', 'CCONJ'), ('próspera', 'ADJ'), ('durante', 'ADP'), ('un', 'DET'), ('tiempo,', 'PROPN'), ('por', 'ADP'), ('breve', 'ADJ'), ('que', 'SCONJ'), ('fuera,', 'PROPN'), ('lo', 'PRON'), ('compensaba', 'VERB'), ('todo.', 'PROPN')]
35ec883bd1624fd39bb891159f49d60d;33;8;6;19;2;43;13HM;0;1;0;1;0;0;Dentro de aquella habitación los sentimientos se pintaban en tonos grises. Tener que marchar sin remedio era algo que partía la vida y el alma de los dos. Él prefirió irse sin despedirse, sin hacer ruido. Las despedidas duelen menos si no hay palabras. Prefería que en sus recuerdos ella no estuviera llorando, prefería no tener que recordar su voz rota. Los recuerdos eran de las pocas cosas que podía llevar consigo, e iban a ser para siempre. Consiguió a duras penas recomponerse sin despertarla, se despidió con un delicado beso para no perturbar su sueño y salió de la habitación tras oler su piel por última vez.;0;0;108;8;['dentro', 'de', 'aquella', 'habitación', 'los', 'sentimientos', 'se', 'pintaban', 'en', 'tonos', 'grises', 'tener', 'que', 'marchar', 'sin', 'remedio', 'era', 'algo', 'que', 'partía', 'la', 'vida', 'y', 'el', 'alma', 'de', 'los', 'dos', 'él', 'prefirió', 'irse', 'sin', 'despedirse', 'sin', 'hacer', 'ruido', 'las', 'despedidas', 'duelen', 'menos', 'si', 'no', 'hay', 'palabras', 'prefería', 'que', 'en', 'sus', 'recuerdos', 'ella', 'no', 'estuviera', 'llorando', 'prefería', 'no', 'tener', 'que', 'recordar', 'su', 'voz', 'rota', 'los', 'recuerdos', 'eran', 'de', 'las', 'pocas', 'cosas', 'que', 'podía', 'llevar', 'consigo', 'e', 'iban', 'a', 'ser', 'para', 'siempre', 'consiguió', 'a', 'duras', 'penas', 'recomponerse', 'sin', 'despertarla', 'se', 'despidió', 'con', 'un', 'delicado', 'beso', 'para', 'no', 'perturbar', 'su', 'sueño', 'y', 'salió', 'de', 'la', 'habitación', 'tras', 'oler', 'su', 'piel', 'por', 'última', 'vez'];['dentro', 'aquella', 'habitación', 'sentimientos', 'pintaban', 'tonos', 'grises', 'tener', 'marchar', 'remedio', 'partía', 'vida', 'alma', 'dos', 'prefirió', 'irse', 'despedirse', 'hacer', 'ruido', 'despedidas', 'duelen', 'menos', 'si', 'palabras', 'prefería', 'recuerdos', 'llorando', 'prefería', 'tener', 'recordar', 'voz', 'rota', 'recuerdos', 'pocas', 'cosas', 'podía', 'llevar', 'consigo', 'iban', 'ser', 'siempre', 'consiguió', 'duras', 'penas', 'recomponerse', 'despertarla', 'despidió', 'delicado', 'beso', 'perturbar', 'sueño', 'salió', 'habitación', 'tras', 'oler', 'piel', 'última', 'vez'];['dentro', 'aquella', 'habitación', 'sentimiento', 'pintaban', 'tono', 'grise', 'tener', 'marchar', 'remedio', 'partía', 'vida', 'alma', 'do', 'prefirió', 'irs', 'despedirs', 'hacer', 'ruido', 'despedida', 'duelen', 'meno', 'si', 'palabra', 'prefería', 'recuerdo', 'llorando', 'prefería', 'tener', 'recordar', 'voz', 'rota', 'recuerdo', 'poca', 'cosa', 'podía', 'llevar', 'consigo', 'iban', 'ser', 'siempr', 'consiguió', 'dura', 'pena', 'recomponers', 'despertarla', 'despidió', 'delicado', 'beso', 'perturbar', 'sueño', 'salió', 'habitación', 'tra', 'oler', 'piel', 'última', 'vez'];[('dentro', 'ADV'), ('de', 'ADP'), ('aquella', 'DET'), ('habitación', 'NOUN'), ('los', 'DET'), ('sentimientos', 'NOUN'), ('se', 'PRON'), ('pintaban', 'VERB'), ('en', 'ADP'), ('tonos', 'NOUN'), ('grises.', 'ADJ'), ('tener', 'VERB'), ('que', 'SCONJ'), ('marchar', 'VERB'), ('sin', 'ADP'), ('remedio', 'NOUN'), ('era', 'AUX'), ('algo', 'PRON'), ('que', 'PRON'), ('partía', 'VERB'), ('la', 'DET'), ('vida', 'NOUN'), ('y', 'CCONJ'), ('el', 'DET'), ('alma', 'NOUN'), ('de', 'ADP'), ('los', 'DET'), ('dos.', 'PROPN'), ('él', 'PRON'), ('prefirió', 'VERB'), ('irse', 'NOUN'), ('sin', 'ADP'), ('despedirse,', 'NOUN'), ('sin', 'ADP'), ('hacer', 'VERB'), ('ruido.', 'PROPN'), ('las', 'DET'), ('despedidas', 'ADJ'), ('duelen', 'VERB'), ('menos', 'ADV'), ('si', 'SCONJ'), ('no', 'ADV'), ('hay', 'AUX'), ('palabras.', 'NUM'), ('prefería', 'VERB'), ('que', 'SCONJ'), ('en', 'ADP'), ('sus', 'DET'), ('recuerdos', 'NOUN'), ('ella', 'PRON'), ('no', 'ADV'), ('estuviera', 'VERB'), ('llorando,', 'PROPN'), ('prefería', 'VERB'), ('no', 'ADV'), ('tener', 'VERB'), ('que', 'SCONJ'), ('recordar', 'VERB'), ('su', 'DET'), ('voz', 'NOUN'), ('rota.', 'PROPN'), ('los', 'DET'), ('recuerdos', 'NOUN'), ('eran', 'AUX'), ('de', 'ADP'), ('las', 'DET'), ('pocas', 'DET'), ('cosas', 'NOUN'), ('que', 'PRON'), ('podía', 'AUX'), ('llevar', 'VERB'), ('consigo,', 'PROPN'), ('e', 'CCONJ'), ('iban', 'AUX'), ('a', 'ADP'), ('ser', 'AUX'), ('para', 'ADP'), ('siempre.', 'PROPN'), ('consiguió', 'VERB'), ('a', 'ADP'), ('duras', 'ADJ'), ('penas', 'NOUN'), ('recomponerse', 'VERB'), ('sin', 'ADP'), ('despertarla,', 'PROPN'), ('se', 'PRON'), ('despidió', 'VERB'), ('con', 'ADP'), ('un', 'DET'), ('delicado', 'ADJ'), ('beso', 'NOUN'), ('para', 'ADP'), ('no', 'ADV'), ('perturbar', 'VERB'), ('su', 'DET'), ('sueño', 'NOUN'), ('y', 'CCONJ'), ('salió', 'VERB'), ('de', 'ADP'), ('la', 'DET'), ('habitación', 'NOUN'), ('tras', 'ADP'), ('oler', 'VERB'), ('su', 'DET'), ('piel', 'NOUN'), ('por', 'ADP'), ('última', 'ADJ'), ('vez.', 'NOUN')]
b503902cc1fffcb77c2eb8da5148e64d;60;22;18;20;1;43;1;0;1;0;1;0;0;Dejó el violín encima de la mesa y posó su mirada sobre él. Sentía una mezcla de desprecio y misterio.;0;1;20;3;['dejó', 'el', 'violín', 'encima', 'de', 'la', 'mesa', 'y', 'posó', 'su', 'mirada', 'sobre', 'él', 'sentía', 'una', 'mezcla', 'de', 'desprecio', 'y', 'misterio'];['dejó', 'violín', 'encima', 'mesa', 'posó', 'mirada', 'sentía', 'mezcla', 'desprecio', 'misterio'];['dejó', 'violín', 'encima', 'mesa', 'posó', 'mirada', 'sentía', 'mezcla', 'desprecio', 'misterio'];[('dejó', 'VERB'), ('el', 'DET'), ('violín', 'NOUN'), ('encima', 'ADV'), ('de', 'ADP'), ('la', 'DET'), ('mesa', 'NOUN'), ('y', 'CCONJ'), ('posó', 'VERB'), ('su', 'DET'), ('mirada', 'NOUN'), ('sobre', 'ADP'), ('él.', 'PROPN'), ('sentía', 'VERB'), ('una', 'DET'), ('mezcla', 'NOUN'), ('de', 'ADP'), ('desprecio', 'NOUN'), ('y', 'CCONJ'), ('misterio.', 'NUM')]
b503902cc1fffcb77c2eb8da5148e64d;60;22;18;20;1;43;9VH;0;1;0;1;0;0;Eran las 15h. Habían trabajado duramente durante toda la mañana. Esperaban el viaje de vuelta a sus casas mientras descansaban plácidamente.;0;1;21;4;['eran', 'las', '15h', 'habían', 'trabajado', 'duramente', 'durante', 'toda', 'la', 'mañana', 'esperaban', 'el', 'viaje', 'de', 'vuelta', 'a', 'sus', 'casas', 'mientras', 'descansaban', 'plácidamente'];['15h', 'trabajado', 'duramente', 'toda', 'mañana', 'esperaban', 'viaje', 'vuelta', 'casas', 'mientras', 'descansaban', 'plácidamente'];['15h', 'trabajado', 'durament', 'toda', 'mañana', 'esperaban', 'viaj', 'vuelta', 'casa', 'mientra', 'descansaban', 'plácidament'];[('eran', 'AUX'), ('las', 'DET'), ('15h.', 'NUM'), ('habían', 'AUX'), ('trabajado', 'VERB'), ('duramente', 'ADV'), ('durante', 'ADP'), ('toda', 'DET'), ('la', 'DET'), ('mañana.', 'PROPN'), ('esperaban', 'VERB'), ('el', 'DET'), ('viaje', 'NOUN'), ('de', 'ADP'), ('vuelta', 'NOUN'), ('a', 'ADP'), ('sus', 'DET'), ('casas', 'NOUN'), ('mientras', 'SCONJ'), ('descansaban', 'VERB'), ('plácidamente.', 'ADP')]
b503902cc1fffcb77c2eb8da5148e64d;60;22;18;20;1;43;11;0;0;0;0;1;0;Para llegar al interior de la cueva había que atravesar un estrecho puente. Allí a lo alto, se veía una hilera de gente entrando en la oquedad de la roca. Pero, ¿sabían a donde iban realmente?;0;1;36;3;['para', 'llegar', 'al', 'interior', 'de', 'la', 'cueva', 'había', 'que', 'atravesar', 'un', 'estrecho', 'puente', 'allí', 'a', 'lo', 'alto', 'se', 'veía', 'una', 'hilera', 'de', 'gente', 'entrando', 'en', 'la', 'oquedad', 'de', 'la', 'roca', 'pero', 'sabían', 'a', 'donde', 'iban', 'realmente'];['llegar', 'interior', 'cueva', 'atravesar', 'estrecho', 'puente', 'allí', 'alto', 'veía', 'hilera', 'gente', 'entrando', 'oquedad', 'roca', 'sabían', 'iban', 'realmente'];['llegar', 'interior', 'cueva', 'atravesar', 'estrecho', 'puent', 'allí', 'alto', 'veía', 'hilera', 'gent', 'entrando', 'oquedad', 'roca', 'sabían', 'iban', 'realment'];[('para', 'ADP'), ('llegar', 'VERB'), ('al', 'ADP'), ('interior', 'NOUN'), ('de', 'ADP'), ('la', 'DET'), ('cueva', 'NOUN'), ('había', 'AUX'), ('que', 'SCONJ'), ('atravesar', 'VERB'), ('un', 'DET'), ('estrecho', 'NOUN'), ('puente.', 'PROPN'), ('allí', 'ADV'), ('a', 'ADP'), ('lo', 'DET'), ('alto,', 'PROPN'), ('se', 'PRON'), ('veía', 'VERB'), ('una', 'DET'), ('hilera', 'NOUN'), ('de', 'ADP'), ('gente', 'NOUN'), ('entrando', 'VERB'), ('en', 'ADP'), ('la', 'DET'), ('oquedad', 'NOUN'), ('de', 'ADP'), ('la', 'DET'), ('roca.', 'PROPN'), ('pero,', 'PROPN'), ('¿sabían', 'PROPN'), ('a', 'ADP'), ('donde', 'PRON'), ('iban', 'VERB'), ('realmente?', 'PROPN')]
b503902cc1fffcb77c2eb8da5148e64d;60;22;18;20;1;43;13HM;0;0;0;1;0;0;Se levantó y se vistió. A su lado ella seguía durmiendo. Tenían el tiempo justo para coger el avión. Para cuándo ella se despertara él ya estaría volando. No se verían más.;0;1;32;6;['se', 'levantó', 'y', 'se', 'vistió', 'a', 'su', 'lado', 'ella', 'seguía', 'durmiendo', 'tenían', 'el', 'tiempo', 'justo', 'para', 'coger', 'el', 'avión', 'para', 'cuándo', 'ella', 'se', 'despertara', 'él', 'ya', 'estaría', 'volando', 'no', 'se', 'verían', 'más'];['levantó', 'vistió', 'lado', 'seguía', 'durmiendo', 'tiempo', 'justo', 'coger', 'avión', 'cuándo', 'despertara', 'volando', 'verían'];['levantó', 'vistió', 'lado', 'seguía', 'durmiendo', 'tiempo', 'justo', 'coger', 'avión', 'cuándo', 'despertara', 'volando', 'verían'];[('se', 'PRON'), ('levantó', 'VERB'), ('y', 'CCONJ'), ('se', 'PRON'), ('vistió.', 'VERB'), ('a', 'ADP'), ('su', 'DET'), ('lado', 'NOUN'), ('ella', 'PRON'), ('seguía', 'VERB'), ('durmiendo.', 'NUM'), ('tenían', 'VERB'), ('el', 'DET'), ('tiempo', 'NOUN'), ('justo', 'ADJ'), ('para', 'ADP'), ('coger', 'VERB'), ('el', 'DET'), ('avión.', 'PROPN'), ('para', 'ADP'), ('cuándo', 'PRON'), ('ella', 'PRON'), ('se', 'PRON'), ('despertara', 'VERB'), ('él', 'PRON'), ('ya', 'ADV'), ('estaría', 'AUX'), ('volando.', 'PROPN'), ('no', 'ADV'), ('se', 'PRON'), ('verían', 'VERB'), ('más.', 'NOUN')]
aaa33e2e775930e2dabe54f8cb8bd08d;34;13;10;11;2;37;1;0;1;0;1;0;0;un niño que se aburría tanto en sus clases de música que se dedicaba a dormir y soñar con jugar al aire libre.;0;0;23;2;['un', 'niño', 'que', 'se', 'aburría', 'tanto', 'en', 'sus', 'clases', 'de', 'música', 'que', 'se', 'dedicaba', 'a', 'dormir', 'y', 'soñar', 'con', 'jugar', 'al', 'aire', 'libre'];['niño', 'aburría', 'clases', 'música', 'dedicaba', 'dormir', 'soñar', 'jugar', 'aire', 'libre'];['niño', 'aburría', 'clase', 'música', 'dedicaba', 'dormir', 'soñar', 'jugar', 'air', 'libr'];[('un', 'DET'), ('niño', 'NOUN'), ('que', 'PRON'), ('se', 'PRON'), ('aburría', 'VERB'), ('tanto', 'ADV'), ('en', 'ADP'), ('sus', 'DET'), ('clases', 'NOUN'), ('de', 'ADP'), ('música', 'NOUN'), ('que', 'PRON'), ('se', 'PRON'), ('dedicaba', 'VERB'), ('a', 'ADP'), ('dormir', 'VERB'), ('y', 'CCONJ'), ('soñar', 'VERB'), ('con', 'ADP'), ('jugar', 'VERB'), ('al', 'ADP'), ('aire', 'NOUN'), ('libre.', 'PROPN')]
aaa33e2e775930e2dabe54f8cb8bd08d;34;13;10;11;2;37;9VH;0;0;0;1;0;0;Así era la vida de los hombres del campo antiguamente, compañeros que compartían todo, hasta el descanso.;0;0;17;2;['así', 'era', 'la', 'vida', 'de', 'los', 'hombres', 'del', 'campo', 'antiguamente', 'compañeros', 'que', 'compartían', 'todo', 'hasta', 'el', 'descanso'];['así', 'vida', 'hombres', 'campo', 'antiguamente', 'compañeros', 'compartían', 'descanso'];['así', 'vida', 'hombr', 'campo', 'antiguament', 'compañero', 'compartían', 'descanso'];[('así', 'ADV'), ('era', 'AUX'), ('la', 'DET'), ('vida', 'NOUN'), ('de', 'ADP'), ('los', 'DET'), ('hombres', 'NOUN'), ('del', 'ADP'), ('campo', 'NOUN'), ('antiguamente,', 'ADJ'), ('compañeros', 'NOUN'), ('que', 'PRON'), ('compartían', 'VERB'), ('todo,', 'PROPN'), ('hasta', 'ADP'), ('el', 'DET'), ('descanso.', 'NOUN')]
aaa33e2e775930e2dabe54f8cb8bd08d;34;13;10;11;2;37;11;0;0;0;1;0;0;Y las niñas habían quedado atrapadas en la cascada, les había sorprendido la crecida del río paseando por el bosque, ahora tenían q esperar hasta que alguien las encontrará y rescatarse.;0;0;31;2;['y', 'las', 'niñas', 'habían', 'quedado', 'atrapadas', 'en', 'la', 'cascada', 'les', 'había', 'sorprendido', 'la', 'crecida', 'del', 'río', 'paseando', 'por', 'el', 'bosque', 'ahora', 'tenían', 'q', 'esperar', 'hasta', 'que', 'alguien', 'las', 'encontrará', 'y', 'rescatarse'];['niñas', 'quedado', 'atrapadas', 'cascada', 'sorprendido', 'crecida', 'río', 'paseando', 'bosque', 'ahora', 'q', 'esperar', 'alguien', 'encontrará', 'rescatarse'];['niña', 'quedado', 'atrapada', 'cascada', 'sorprendido', 'crecida', 'río', 'paseando', 'bosqu', 'ahora', 'q', 'esperar', 'alguien', 'encontrará', 'rescatars'];[('y', 'CCONJ'), ('las', 'DET'), ('niñas', 'NOUN'), ('habían', 'AUX'), ('quedado', 'VERB'), ('atrapadas', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('cascada,', 'PROPN'), ('les', 'PRON'), ('había', 'AUX'), ('sorprendido', 'VERB'), ('la', 'DET'), ('crecida', 'NOUN'), ('del', 'ADP'), ('río', 'NOUN'), ('paseando', 'VERB'), ('por', 'ADP'), ('el', 'DET'), ('bosque,', 'PROPN'), ('ahora', 'ADV'), ('tenían', 'VERB'), ('q', 'NOUN'), ('esperar', 'VERB'), ('hasta', 'ADP'), ('que', 'SCONJ'), ('alguien', 'PRON'), ('las', 'PRON'), ('encontrará', 'VERB'), ('y', 'CCONJ'), ('rescatarse.', 'PROPN')]
aaa33e2e775930e2dabe54f8cb8bd08d;34;13;10;11;2;37;13HM;0;0;1;1;0;0;No podía creer lo q había hecho, la había matado con mis propias manos, a ella a la mujer que amaba.;0;0;21;2;['no', 'podía', 'creer', 'lo', 'q', 'había', 'hecho', 'la', 'había', 'matado', 'con', 'mis', 'propias', 'manos', 'a', 'ella', 'a', 'la', 'mujer', 'que', 'amaba'];['podía', 'creer', 'q', 'hecho', 'matado', 'propias', 'manos', 'mujer', 'amaba'];['podía', 'creer', 'q', 'hecho', 'matado', 'propia', 'mano', 'mujer', 'amaba'];[('no', 'ADV'), ('podía', 'AUX'), ('creer', 'VERB'), ('lo', 'PRON'), ('q', 'CCONJ'), ('había', 'AUX'), ('hecho,', 'VERB'), ('la', 'DET'), ('había', 'AUX'), ('matado', 'VERB'), ('con', 'ADP'), ('mis', 'DET'), ('propias', 'ADJ'), ('manos,', 'PROPN'), ('a', 'ADP'), ('ella', 'PRON'), ('a', 'ADP'), ('la', 'DET'), ('mujer', 'NOUN'), ('que', 'PRON'), ('amaba.', 'VERB')]
e2670eda3bb416a1c1281713abc688c7;29;12;6;11;1;23;9VH;0;0;1;1;0;0;Hombres vestidos de campo que han estado segando y ahora es el mediodía y paran para echar la siesta porque hace mucho calor y están todos en un sitio como charlando y durmiendo a la sombra, muy tranquilos, descansando antes de volver a trabajar.;0;0;44;2;['hombres', 'vestidos', 'de', 'campo', 'que', 'han', 'estado', 'segando', 'y', 'ahora', 'es', 'el', 'mediodía', 'y', 'paran', 'para', 'echar', 'la', 'siesta', 'porque', 'hace', 'mucho', 'calor', 'y', 'están', 'todos', 'en', 'un', 'sitio', 'como', 'charlando', 'y', 'durmiendo', 'a', 'la', 'sombra', 'muy', 'tranquilos', 'descansando', 'antes', 'de', 'volver', 'a', 'trabajar'];['hombres', 'vestidos', 'campo', 'segando', 'ahora', 'mediodía', 'paran', 'echar', 'siesta', 'hace', 'calor', 'sitio', 'charlando', 'durmiendo', 'sombra', 'tranquilos', 'descansando', 'volver', 'trabajar'];['hombr', 'vestido', 'campo', 'segando', 'ahora', 'mediodía', 'paran', 'echar', 'siesta', 'hace', 'calor', 'sitio', 'charlando', 'durmiendo', 'sombra', 'tranquilo', 'descansando', 'volver', 'trabajar'];[('hombres', 'NOUN'), ('vestidos', 'ADJ'), ('de', 'ADP'), ('campo', 'NOUN'), ('que', 'PRON'), ('han', 'AUX'), ('estado', 'AUX'), ('segando', 'VERB'), ('y', 'CCONJ'), ('ahora', 'ADV'), ('es', 'AUX'), ('el', 'DET'), ('mediodía', 'NOUN'), ('y', 'CCONJ'), ('paran', 'VERB'), ('para', 'ADP'), ('echar', 'VERB'), ('la', 'DET'), ('siesta', 'NOUN'), ('porque', 'SCONJ'), ('hace', 'VERB'), ('mucho', 'DET'), ('calor', 'NOUN'), ('y', 'CCONJ'), ('están', 'AUX'), ('todos', 'PRON'), ('en', 'ADP'), ('un', 'DET'), ('sitio', 'NOUN'), ('como', 'SCONJ'), ('charlando', 'VERB'), ('y', 'CCONJ'), ('durmiendo', 'VERB'), ('a', 'ADP'), ('la', 'DET'), ('sombra,', 'PROPN'), ('muy', 'ADV'), ('tranquilos,', 'AUX'), ('descansando', 'VERB'), ('antes', 'ADV'), ('de', 'ADP'), ('volver', 'AUX'), ('a', 'ADP'), ('trabajar.', 'PROPN')]
e2670eda3bb416a1c1281713abc688c7;29;12;6;11;1;23;11;0;0;0;1;1;0;Yo veo como unos gorriones que se han posado en la ladera de una montaña y están descansando en medio de un viaje. Y en la montaña ha habido derrumbamientos, pero no pasa nada. Y están pues tranquilos, reposando sin más.;0;0;41;4;['yo', 'veo', 'como', 'unos', 'gorriones', 'que', 'se', 'han', 'posado', 'en', 'la', 'ladera', 'de', 'una', 'montaña', 'y', 'están', 'descansando', 'en', 'medio', 'de', 'un', 'viaje', 'y', 'en', 'la', 'montaña', 'ha', 'habido', 'derrumbamientos', 'pero', 'no', 'pasa', 'nada', 'y', 'están', 'pues', 'tranquilos', 'reposando', 'sin', 'más'];['veo', 'gorriones', 'posado', 'ladera', 'montaña', 'descansando', 'medio', 'viaje', 'montaña', 'derrumbamientos', 'pasa', 'pues', 'tranquilos', 'reposando'];['veo', 'gorrion', 'posado', 'ladera', 'montaña', 'descansando', 'medio', 'viaj', 'montaña', 'derrumbamiento', 'pasa', 'pue', 'tranquilo', 'reposando'];[('yo', 'PRON'), ('veo', 'VERB'), ('como', 'SCONJ'), ('unos', 'DET'), ('gorriones', 'NOUN'), ('que', 'PRON'), ('se', 'PRON'), ('han', 'AUX'), ('posado', 'VERB'), ('en', 'ADP'), ('la', 'DET'), ('ladera', 'NOUN'), ('de', 'ADP'), ('una', 'DET'), ('montaña', 'NOUN'), ('y', 'CCONJ'), ('están', 'AUX'), ('descansando', 'VERB'), ('en', 'ADP'), ('medio', 'NOUN'), ('de', 'ADP'), ('un', 'DET'), ('viaje.', 'PROPN'), ('y', 'CCONJ'), ('en', 'ADP'), ('la', 'DET'), ('montaña', 'NOUN'), ('ha', 'AUX'), ('habido', 'AUX'), ('derrumbamientos,', 'NOUN'), ('pero', 'CCONJ'), ('no', 'ADV'), ('pasa', 'VERB'), ('nada.', 'PROPN'), ('y', 'CCONJ'), ('están', 'AUX'), ('pues', 'SCONJ'), ('tranquilos,', 'PROPN'), ('reposando', 'VERB'), ('sin', 'ADP'), ('más.', 'NOUN')]
